location.,region.,country.,timezone id.,localtime.,year.,month.,day.,hour.,minute.,is day or night.,condition.,temperature (c).,humidity (%).,feelslike (c).,precipitation (mm).,wind speed (kph).,wind pressure (mb).,gust (kph).,wind direction.
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 12:00:00.000,2024,10,21,12,0,Day,Partly cloudy,32,63,35.8,0,7.6,1013,8.7,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 12:46:00.000,2024,10,21,12,46,Day,Partly cloudy,33.1,59,38.2,0,7.6,1012,8.7,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 13:00:00.000,2024,10,21,13,0,Day,Partly cloudy,33.3,59,37.7,0.01,7.9,1012,9.1,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 13:20:00.000,2024,10,21,13,20,Day,Partly cloudy,34.2,53,39.7,0.01,7.9,1011,9.1,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 13:39:00.000,2024,10,21,13,39,Day,Partly cloudy,34.3,53,39.9,0.01,7.9,1011,9.1,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 13:59:00.000,2024,10,21,13,59,Day,Partly cloudy,34,53,39.2,0.01,7.9,1011,9.1,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 14:19:00.000,2024,10,21,14,19,Day,Partly cloudy,33.4,63,37.3,0,9.4,1009,10.8,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 14:40:00.000,2024,10,21,14,40,Day,Partly cloudy,33.2,63,36.9,0,9.4,1009,10.8,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 15:00:00.000,2024,10,21,15,0,Day,Partly cloudy,35.4,50,41.3,0,10.8,1009,12.4,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 15:20:00.000,2024,10,21,15,20,Day,Partly cloudy,35.2,50,40.8,0,10.8,1008,12.4,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 15:40:00.000,2024,10,21,15,40,Day,Partly cloudy,35.1,50,40.6,0,10.8,1008,12.4,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 15:59:00.000,2024,10,21,15,59,Day,Partly cloudy,35.3,50,41,0,10.8,1008,12.4,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 16:20:00.000,2024,10,21,16,20,Day,Partly cloudy,33.3,67,37.3,0.01,11.9,1007,13.7,WSW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 16:40:00.000,2024,10,21,16,40,Day,Partly cloudy,33,67,36.7,0.01,11.9,1007,13.7,WSW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 17:00:00.000,2024,10,21,17,0,Day,Partly cloudy,34.2,56,39.2,0.01,11.9,1007,13.7,WSW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 17:19:00.000,2024,10,21,17,19,Day,Partly cloudy,33.3,59,38.9,0,12.6,1007,14.5,WSW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 17:40:00.000,2024,10,21,17,40,Day,Partly cloudy,33.2,59,38.7,0,12.6,1007,14.5,WSW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 18:00:00.000,2024,10,21,18,0,Day,Partly cloudy,33.1,59,38.4,0,12.6,1007,14.5,WSW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 18:19:00.000,2024,10,21,18,19,Day,Patchy rain nearby,29.8,68,34.1,0.03,10.8,1009,13.2,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 18:40:00.000,2024,10,21,18,40,Day,Patchy rain nearby,29.8,68,34.1,0.03,10.8,1009,13.2,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 18:59:00.000,2024,10,21,18,59,Night,Patchy rain nearby,29.6,69,33.8,0.01,11.9,1008,14.6,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 19:19:00.000,2024,10,21,19,19,Night,Patchy rain nearby,27.3,79,30.7,0.17,7.6,1009,11.6,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 19:39:00.000,2024,10,21,19,39,Night,Patchy rain nearby,27.3,79,30.7,0.17,7.6,1009,11.6,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 20:00:00.000,2024,10,21,20,0,Night,Partly cloudy,28.2,84,32.5,0.17,7.6,1008,11.6,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 20:20:00.000,2024,10,21,20,20,Night,Partly cloudy,28.4,84,33.3,0.02,5,1009,7.9,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 20:39:00.000,2024,10,21,20,39,Night,Partly cloudy,28.1,84,32.6,0.02,5,1009,7.9,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 20:59:00.000,2024,10,21,20,59,Night,Partly cloudy,27.3,89,30.9,0.02,5,1009,7.9,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 21:19:00.000,2024,10,21,21,19,Night,Partly cloudy,27,89,30.5,0.21,4.3,1010,7.1,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 21:39:00.000,2024,10,21,21,39,Night,Partly cloudy,27.2,89,30.9,0.21,4.3,1010,7.1,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 22:00:00.000,2024,10,21,22,0,Night,Partly cloudy,27.4,89,31.4,0,4,1010,6.6,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 22:20:00.000,2024,10,21,22,20,Night,Partly cloudy,27.2,89,31,0,4,1011,6.6,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 22:39:00.000,2024,10,21,22,39,Night,Partly cloudy,27,89,30.6,0,4,1011,6.6,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 23:00:00.000,2024,10,21,23,0,Night,Partly cloudy,27.1,89,30.8,0,4,1011,6.6,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 23:24:00.000,2024,10,21,23,24,Night,Partly cloudy,27.3,89,31.4,0,3.6,1011,5.7,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-21 23:40:00.000,2024,10,21,23,40,Night,Partly cloudy,27.2,89,31.2,0,3.6,1011,5.7,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 00:05:00.000,2024,10,22,0,5,Night,Partly Cloudy,24.7,88,27.1,0,3.6,1012,6.6,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 00:25:00.000,2024,10,22,0,25,Night,Partly Cloudy,24.7,88,27.1,0,3.6,1012,6.6,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 00:40:00.000,2024,10,22,0,40,Night,Partly Cloudy,24.7,88,27.1,0,3.6,1012,6.6,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 01:19:00.000,2024,10,22,1,19,Night,Partly Cloudy,25,85,27.3,0,4.3,1011,8.1,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 01:40:00.000,2024,10,22,1,40,Night,Partly Cloudy,25,85,27.3,0,4.3,1011,8.1,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 01:59:00.000,2024,10,22,1,59,Night,Partly Cloudy,25,85,27.3,0,4.3,1011,8.1,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 02:20:00.000,2024,10,22,2,20,Night,Partly Cloudy,24.7,86,27,0,4.7,1011,8.7,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 02:40:00.000,2024,10,22,2,40,Night,Partly Cloudy,24.7,86,27,0,4.7,1011,8.7,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 03:00:00.000,2024,10,22,3,0,Night,Partly Cloudy,24.5,87,26.8,0,4.3,1010,7.9,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 03:20:00.000,2024,10,22,3,20,Night,Partly Cloudy,24.5,87,26.8,0,4.3,1010,7.9,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 03:40:00.000,2024,10,22,3,40,Night,Partly Cloudy,24.5,87,26.8,0,4.3,1010,7.9,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 03:59:00.000,2024,10,22,3,59,Night,Partly Cloudy,24.5,87,26.8,0,4.3,1010,7.9,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 04:19:00.000,2024,10,22,4,19,Night,Patchy rain nearby,24.3,88,26.6,0.04,3.6,1010,6.5,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 04:40:00.000,2024,10,22,4,40,Night,Partly cloudy,26,89,29.3,0.04,3.6,1009,6.5,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 05:00:00.000,2024,10,22,5,0,Night,Partly Cloudy,24.2,89,26.5,0,3.6,1010,6.3,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 05:19:00.000,2024,10,22,5,19,Night,Partly Cloudy,24.2,89,26.5,0,3.6,1010,6.3,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 05:39:00.000,2024,10,22,5,39,Night,Partly Cloudy,24.2,89,26.5,0,3.6,1010,6.3,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 05:59:00.000,2024,10,22,5,59,Night,Partly cloudy,26.1,89,29.6,0,3.6,1009,6.3,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 06:19:00.000,2024,10,22,6,19,Night,Partly cloudy,25.3,94,28.2,0.01,4,1009,7,NNE
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 06:39:00.000,2024,10,22,6,39,Night,Partly cloudy,25.2,94,28,0.01,4,1009,7,NNE
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 06:59:00.000,2024,10,22,6,59,Day,Partly cloudy,25.3,94,28.2,0.01,4,1010,7,NNE
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 07:19:00.000,2024,10,22,7,19,Day,Partly cloudy,25.4,94,28.4,0,3.6,1010,5.5,NNE
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 07:40:00.000,2024,10,22,7,40,Day,Partly cloudy,25.1,94,27.9,0,3.6,1010,5.5,NNE
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 07:59:00.000,2024,10,22,7,59,Day,Partly cloudy,25.1,94,27.9,0,3.6,1010,5.5,NNE
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 08:20:00.000,2024,10,22,8,20,Day,Partly cloudy,27.3,89,31.6,0.01,3.6,1011,4,NNE
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 08:40:00.000,2024,10,22,8,40,Day,Partly cloudy,27.3,89,31.6,0.01,3.6,1011,4,NNE
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 09:20:00.000,2024,10,22,9,20,Day,Partly Cloudy,27.6,77,31,0,3.6,1012,10.8,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 09:40:00.000,2024,10,22,9,40,Day,Partly cloudy,29.1,79,34.7,0,3.6,1011,10.8,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 10:00:00.000,2024,10,22,10,0,Day,Partly Cloudy,27.6,77,31,0,3.6,1012,10.8,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 10:25:00.000,2024,10,22,10,25,Day,Sunny,29,71,33,0,4.7,1013,5.4,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 10:40:00.000,2024,10,22,10,40,Day,Partly cloudy,31,75,37.6,0,4.7,1011,5.4,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 10:59:00.000,2024,10,22,10,59,Day,Sunny,29,71,33,0,4.7,1013,5.4,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 11:20:00.000,2024,10,22,11,20,Day,Partly cloudy,32.3,67,39.2,0,6.5,1011,7.5,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 11:40:00.000,2024,10,22,11,40,Day,Partly cloudy,32.1,67,38.7,0,6.5,1011,7.5,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 12:00:00.000,2024,10,22,12,0,Day,Partly cloudy,32.3,67,39.2,0,6.5,1011,7.5,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 12:19:00.000,2024,10,22,12,19,Day,Partly cloudy,33.1,63,39.4,0.03,7.9,1010,9.1,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 12:40:00.000,2024,10,22,12,40,Day,Partly cloudy,33,63,39.2,0.03,7.9,1010,9.1,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 13:00:00.000,2024,10,22,13,0,Day,Partly cloudy,33.2,63,39.7,0.03,7.9,1010,9.1,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 13:19:00.000,2024,10,22,13,19,Day,Partly cloudy,34.3,60,40.7,0.01,9.4,1009,10.8,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 13:40:00.000,2024,10,22,13,40,Day,Partly cloudy,34.2,60,40.4,0.01,9.4,1009,10.8,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 14:00:00.000,2024,10,22,14,0,Day,Partly Cloudy,33,51,37,0,11.2,1009,12.9,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 14:20:00.000,2024,10,22,14,20,Day,Partly cloudy,34.2,56,39.6,0,11.2,1008,12.9,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 14:40:00.000,2024,10,22,14,40,Day,Partly cloudy,34,56,39.1,0,11.2,1008,12.9,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 15:00:00.000,2024,10,22,15,0,Day,Partly Cloudy,33,51,37,0,11.2,1009,12.9,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 15:19:00.000,2024,10,22,15,19,Day,Sunny,32.9,51,37,0,13,1008,14.9,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 15:39:00.000,2024,10,22,15,39,Day,Sunny,32.9,51,37,0,13,1008,14.9,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 16:00:00.000,2024,10,22,16,0,Day,Sunny,32.9,51,37,0,13,1008,14.9,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 16:20:00.000,2024,10,22,16,20,Day,Partly cloudy,34,60,40.2,0,13.7,1007,15.7,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 16:40:00.000,2024,10,22,16,40,Day,Partly cloudy,34,60,40.2,0,13.7,1007,15.7,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 16:59:00.000,2024,10,22,16,59,Day,Partly cloudy,34,60,40.2,0,13.7,1006,15.7,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 17:19:00.000,2024,10,22,17,19,Day,Sunny,31.1,61,35.3,0,13.7,1007,15.7,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 17:40:00.000,2024,10,22,17,40,Day,Sunny,31.1,61,35.3,0,13.7,1007,15.7,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 17:59:00.000,2024,10,22,17,59,Day,Sunny,31.1,61,35.3,0,13.7,1007,15.7,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 18:20:00.000,2024,10,22,18,20,Day,Sunny,29.3,70,33.4,0,11.5,1008,13.9,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 18:40:00.000,2024,10,22,18,40,Day,Sunny,29.3,70,33.4,0,11.5,1008,13.9,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 18:59:00.000,2024,10,22,18,59,Night,Sunny,29.3,70,33.4,0,11.5,1008,13.9,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 19:20:00.000,2024,10,22,19,20,Night,Patchy rain nearby,27,79,30.2,0.01,7.2,1009,11.1,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 19:40:00.000,2024,10,22,19,40,Night,Patchy rain nearby,27,79,30.2,0.01,7.2,1009,11.1,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 20:00:00.000,2024,10,22,20,0,Night,Clear,26.4,80,29.2,0,4.7,1010,7.5,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 20:20:00.000,2024,10,22,20,20,Night,Clear,26.4,80,29.2,0,4.7,1010,7.5,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 20:39:00.000,2024,10,22,20,39,Night,Clear,26.4,80,29.2,0,4.7,1010,7.5,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 21:00:00.000,2024,10,22,21,0,Night,Clear,26.2,81,28.9,0,4,1011,6.4,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 21:20:00.000,2024,10,22,21,20,Night,Clear,26.2,81,28.9,0,4,1011,6.4,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 21:39:00.000,2024,10,22,21,39,Night,Clear,26.2,81,28.9,0,4,1011,6.4,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 22:00:00.000,2024,10,22,22,0,Night,Partly cloudy,28.1,84,32.7,0,4,1010,6.4,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 22:20:00.000,2024,10,22,22,20,Night,Partly cloudy,28,84,32.6,0,4.3,1011,7,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 22:39:00.000,2024,10,22,22,39,Night,Clear,26,82,28.8,0,4.3,1011,7,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 22:59:00.000,2024,10,22,22,59,Night,Clear,26,82,28.8,0,4.3,1011,7,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 23:19:00.000,2024,10,22,23,19,Night,Clear,25.8,83,28.5,0,3.6,1012,5.3,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 23:39:00.000,2024,10,22,23,39,Night,Clear,25.8,83,28.5,0,3.6,1012,5.3,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-22 23:59:00.000,2024,10,22,23,59,Night,Clear,25.8,83,28.5,0,3.6,1012,5.3,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-23 00:19:00.000,2024,10,23,0,19,Night,Clear,25.3,85,27.9,0,3.6,1011,4.8,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-23 00:40:00.000,2024,10,23,0,40,Night,Clear,25.3,85,27.9,0,3.6,1011,4.8,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-23 00:59:00.000,2024,10,23,0,59,Night,Clear,25.4,84,28,0,4.3,1011,7.2,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-23 01:19:00.000,2024,10,23,1,19,Night,Clear,25.4,84,28,0,4.3,1011,7.2,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-23 01:40:00.000,2024,10,23,1,40,Night,Clear,25.4,84,28,0,4.3,1011,7.2,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-23 01:59:00.000,2024,10,23,1,59,Night,Clear,25.4,84,28,0,4.3,1011,7.2,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-23 02:20:00.000,2024,10,23,2,20,Night,Clear,25.2,85,27.8,0,4,1011,6.5,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-23 02:39:00.000,2024,10,23,2,39,Night,Clear,25.2,85,27.8,0,4,1011,6.5,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-23 02:59:00.000,2024,10,23,2,59,Night,Clear,25.2,85,27.8,0,4,1011,6.5,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-23 03:20:00.000,2024,10,23,3,20,Night,Patchy rain nearby,25,86,27.5,0.06,4.3,1010,7,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-23 03:40:00.000,2024,10,23,3,40,Night,Patchy rain nearby,25,86,27.5,0.06,4.3,1010,7,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-23 03:59:00.000,2024,10,23,3,59,Night,Patchy rain nearby,25,86,27.5,0.06,4.3,1010,7,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-23 04:19:00.000,2024,10,23,4,19,Night,Patchy rain nearby,24.7,88,27.1,0.13,4,1010,6.5,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-23 04:39:00.000,2024,10,23,4,39,Night,Patchy rain nearby,24.7,88,27.1,0.13,4,1010,6.5,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-23 04:59:00.000,2024,10,23,4,59,Night,Patchy rain nearby,24.7,88,27.1,0.13,4,1010,6.5,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-23 05:20:00.000,2024,10,23,5,20,Night,Partly cloudy,26.2,94,29.8,0.01,4.7,1009,8,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-23 05:40:00.000,2024,10,23,5,40,Night,Partly cloudy,26.2,94,29.8,0.01,4.7,1009,8,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-23 05:59:00.000,2024,10,23,5,59,Night,Patchy rain nearby,24.2,89,26.6,0.01,4.7,1010,8,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-23 06:20:00.000,2024,10,23,6,20,Night,Patchy rain nearby,24,91,26.3,0.32,3.6,1010,5,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-23 06:39:00.000,2024,10,23,6,39,Night,Patchy rain nearby,24,91,26.3,0.32,3.6,1010,5,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-23 06:59:00.000,2024,10,23,6,59,Day,Patchy rain nearby,24,91,26.3,0.32,3.6,1010,5,NNW
