location.,region.,country.,timezone id.,localtime.,year.,month.,day.,hour.,minute.,is day or night.,condition.,temperature (c).,humidity (%).,feelslike (c).,precipitation (mm).,wind speed (kph).,wind pressure (mb).,gust (kph).,wind direction.
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 02:00:00.000,2024,10,25,2,0,Night,Patchy rain nearby,24.8,88,27.4,0.03,4,1010,6.3,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 02:20:00.000,2024,10,25,2,20,Night,Patchy rain nearby,24.8,88,27.4,0.03,4,1010,6.3,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 02:40:00.000,2024,10,25,2,40,Night,Patchy rain nearby,24.8,88,27.4,0.03,4,1010,6.3,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 03:00:00.000,2024,10,25,3,0,Night,Clear,24.5,90,27,0,4.3,1010,6.8,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 03:20:00.000,2024,10,25,3,20,Night,Clear,24.5,90,27,0,4.3,1010,6.8,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 03:40:00.000,2024,10,25,3,40,Night,Clear,24.5,90,27,0,4.3,1010,6.8,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 04:00:00.000,2024,10,25,4,0,Night,Partly Cloudy,24.3,91,26.8,0,3.6,1009,5,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 04:20:00.000,2024,10,25,4,20,Night,Partly Cloudy,24.3,91,26.8,0,3.6,1009,5,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 04:40:00.000,2024,10,25,4,40,Night,Partly Cloudy,24.3,91,26.8,0,3.6,1009,5,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 05:00:00.000,2024,10,25,5,0,Night,Patchy rain nearby,24,92,26.4,0.02,3.6,1010,5.8,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 05:20:00.000,2024,10,25,5,20,Night,Patchy rain nearby,24,92,26.4,0.02,3.6,1010,5.8,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 05:40:00.000,2024,10,25,5,40,Night,Patchy rain nearby,24,92,26.4,0.02,3.6,1010,5.8,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 06:00:00.000,2024,10,25,6,0,Night,Partly Cloudy,23.8,92,26.2,0,3.6,1010,5.3,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 06:20:00.000,2024,10,25,6,20,Night,Partly Cloudy,23.8,92,26.2,0,3.6,1010,5.3,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 06:40:00.000,2024,10,25,6,40,Night,Partly Cloudy,23.8,92,26.2,0,3.6,1010,5.3,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 07:00:00.000,2024,10,25,7,0,Day,Patchy rain nearby,23.8,93,26.2,0.04,3.6,1010,4.1,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 07:20:00.000,2024,10,25,7,20,Day,Patchy rain nearby,23.8,93,26.2,0.04,3.6,1010,4.1,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 07:40:00.000,2024,10,25,7,40,Day,Patchy rain nearby,23.8,93,26.2,0.04,3.6,1010,4.1,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 08:00:00.000,2024,10,25,8,0,Day,Patchy rain nearby,23.8,93,26.2,0.04,3.6,1010,4.1,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 08:20:00.000,2024,10,25,8,20,Day,Partly cloudy,27.2,84,31.5,0.03,3.6,1010,3.8,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 08:40:00.000,2024,10,25,8,40,Day,Partly cloudy,27.2,84,31.5,0.03,3.6,1010,3.8,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 09:00:00.000,2024,10,25,9,0,Day,Patchy rain nearby,27.2,76,30.2,0.01,7.9,1012,9.1,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 09:20:00.000,2024,10,25,9,20,Day,Partly cloudy,29.1,79,34.2,0.01,7.9,1011,9.1,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 09:40:00.000,2024,10,25,9,40,Day,Patchy rain nearby,27.2,76,30.2,0.01,7.9,1012,9.1,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 10:00:00.000,2024,10,25,10,0,Day,Partly cloudy,29.1,79,32.7,0.06,10.8,1011,12.4,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 10:20:00.000,2024,10,25,10,20,Day,Patchy rain nearby,29,68,32.4,0.06,10.8,1012,12.4,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 10:40:00.000,2024,10,25,10,40,Day,Patchy rain nearby,29,68,32.4,0.06,10.8,1012,12.4,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 11:00:00.000,2024,10,25,11,0,Day,Partly cloudy,31.3,66,35.9,0.03,13.3,1012,15.5,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 11:20:00.000,2024,10,25,11,20,Day,Partly cloudy,32.2,63,37.9,0.03,13.3,1012,15.5,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 11:40:00.000,2024,10,25,11,40,Day,Partly cloudy,32.4,63,38.4,0.03,13.3,1012,15.5,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 12:00:00.000,2024,10,25,12,0,Day,Partly cloudy,32.4,59,37.2,0.14,14.4,1012,16.6,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 12:20:00.000,2024,10,25,12,20,Day,Partly cloudy,31.3,75,34.9,0.14,14.4,1011,16.6,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 12:40:00.000,2024,10,25,12,40,Day,Partly cloudy,31.2,75,34.7,0.14,14.4,1011,16.6,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 13:00:00.000,2024,10,25,13,0,Day,Partly cloudy,31.3,75,34.9,0.14,14.4,1011,16.6,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 13:20:00.000,2024,10,25,13,20,Day,Partly cloudy,31,71,34.1,0.25,15.5,1010,18.9,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 13:40:00.000,2024,10,25,13,40,Day,Partly cloudy,31.3,71,34.6,0.25,15.5,1010,18.9,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 14:05:00.000,2024,10,25,14,5,Day,Partly cloudy,31.2,71,35.1,0.13,16.6,1010,19,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 14:20:00.000,2024,10,25,14,20,Day,Patchy rain nearby,31.4,58,35.6,0.13,16.6,1009,19,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 14:40:00.000,2024,10,25,14,40,Day,Patchy rain nearby,31.4,58,35.6,0.13,16.6,1009,19,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 15:00:00.000,2024,10,25,15,0,Day,Patchy rain nearby,31.4,58,35.6,0.13,16.6,1009,19,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 15:20:00.000,2024,10,25,15,20,Day,Patchy rain nearby,30.7,62,34.9,0.54,16.6,1009,20.2,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 15:40:00.000,2024,10,25,15,40,Day,Patchy rain nearby,30.7,62,34.9,0.54,16.6,1009,20.2,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 16:00:00.000,2024,10,25,16,0,Day,Thundery outbreaks possible,28.1,79,31.1,0.44,14.4,1008,16.6,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 16:20:00.000,2024,10,25,16,20,Day,Partly cloudy,27.1,89,29.4,0.44,14.4,1009,16.6,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 16:40:00.000,2024,10,25,16,40,Day,Partly cloudy,27.3,89,29.7,0.44,14.4,1009,16.6,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 17:00:00.000,2024,10,25,17,0,Day,Partly cloudy,27.2,89,29.6,0.44,14.4,1009,16.6,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 17:20:00.000,2024,10,25,17,20,Day,Partly cloudy,29.3,79,34.9,0.04,11.2,1008,16.1,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 17:40:00.000,2024,10,25,17,40,Day,Partly cloudy,27.1,84,30.2,0.04,11.2,1008,16.1,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 18:00:00.000,2024,10,25,18,0,Day,Partly cloudy,27.2,84,30.8,0,9,1008,12.5,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 18:20:00.000,2024,10,25,18,20,Day,Partly cloudy,28.1,84,32.7,0,9,1009,12.5,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 18:40:00.000,2024,10,25,18,40,Day,Partly cloudy,28.2,84,32.9,0,9,1009,12.5,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 19:00:00.000,2024,10,25,19,0,Night,Partly cloudy,28.3,84,33.1,0,9,1009,12.5,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 19:20:00.000,2024,10,25,19,20,Night,Partly cloudy,28.2,79,33.1,0,7.2,1010,10.8,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 19:40:00.000,2024,10,25,19,40,Night,Partly cloudy,28.1,79,32.9,0,7.2,1010,10.8,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 20:00:00.000,2024,10,25,20,0,Night,Partly cloudy,28.1,79,32.9,0,7.2,1010,10.8,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 20:20:00.000,2024,10,25,20,20,Night,Partly Cloudy,25.9,82,28.6,0,6.8,1010,10.7,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 20:40:00.000,2024,10,25,20,40,Night,Partly Cloudy,25.9,82,28.6,0,6.8,1010,10.7,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 21:00:00.000,2024,10,25,21,0,Night,Partly cloudy,27.4,84,31.4,0,5.8,1010,9.4,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 21:25:00.000,2024,10,25,21,25,Night,Partly cloudy,27.1,84,30.8,0,5.8,1011,9.4,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 21:40:00.000,2024,10,25,21,40,Night,Partly cloudy,27.1,84,30.8,0,5.8,1011,9.4,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 22:25:00.000,2024,10,25,22,25,Night,Partly Cloudy,25,83,27.3,0,4.3,1012,7.5,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 22:40:00.000,2024,10,25,22,40,Night,Partly Cloudy,25,83,27.3,0,4.3,1012,7.5,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 23:00:00.000,2024,10,25,23,0,Night,Partly Cloudy,24.6,85,26.8,0,4.3,1012,7.6,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 23:20:00.000,2024,10,25,23,20,Night,Partly Cloudy,24.6,85,26.8,0,4.3,1012,7.6,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-25 23:40:00.000,2024,10,25,23,40,Night,Partly Cloudy,24.6,85,26.8,0,4.3,1012,7.6,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 00:05:00.000,2024,10,26,0,5,Night,Partly Cloudy,23.8,87,25.9,0,3.6,1011,6.4,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 00:20:00.000,2024,10,26,0,20,Night,Partly Cloudy,23.8,87,25.9,0,3.6,1011,6.4,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 00:40:00.000,2024,10,26,0,40,Night,Partly Cloudy,23.8,87,25.9,0,3.6,1011,6.4,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 01:00:00.000,2024,10,26,1,0,Night,Partly Cloudy,23.8,87,25.9,0,3.6,1011,6.4,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 01:20:00.000,2024,10,26,1,20,Night,Partly Cloudy,23.8,87,25.9,0,3.6,1011,6.4,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 01:40:00.000,2024,10,26,1,40,Night,Partly Cloudy,23.8,87,25.9,0,3.6,1011,6.4,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 02:00:00.000,2024,10,26,2,0,Night,Partly cloudy,25.4,94,28.2,0,3.6,1010,6.4,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 02:20:00.000,2024,10,26,2,20,Night,Partly cloudy,25.4,94,28.2,0,3.6,1010,5.9,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 02:40:00.000,2024,10,26,2,40,Night,Partly cloudy,25.3,94,28.1,0,3.6,1010,5.9,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 03:00:00.000,2024,10,26,3,0,Night,Partly cloudy,25,94,27.6,0.01,3.6,1009,3.8,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 03:20:00.000,2024,10,26,3,20,Night,Partly cloudy,25.3,94,28.1,0.01,3.6,1009,3.8,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 03:40:00.000,2024,10,26,3,40,Night,Partly cloudy,25.1,94,27.8,0.01,3.6,1009,3.8,N
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 04:00:00.000,2024,10,26,4,0,Night,Partly cloudy,25.2,94,28,0.04,3.6,1009,10.8,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 04:20:00.000,2024,10,26,4,20,Night,Partly cloudy,25.2,94,28,0.04,3.6,1008,10.8,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 04:40:00.000,2024,10,26,4,40,Night,Partly cloudy,25.3,94,28.1,0.04,3.6,1008,10.8,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 05:00:00.000,2024,10,26,5,0,Night,Partly cloudy,25.2,94,28,0.07,3.6,1008,3.6,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 05:20:00.000,2024,10,26,5,20,Night,Partly cloudy,25.4,89,28.3,0.07,3.6,1008,3.6,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 05:40:00.000,2024,10,26,5,40,Night,Partly cloudy,25,89,27.7,0.07,3.6,1008,3.6,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 06:00:00.000,2024,10,26,6,0,Night,Partly cloudy,25.1,94,27.8,0.07,3.6,1008,3.6,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 06:20:00.000,2024,10,26,6,20,Night,Partly cloudy,25.2,94,28,0,3.6,1008,3.6,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 06:40:00.000,2024,10,26,6,40,Night,Partly cloudy,25.4,94,28.3,0,3.6,1008,3.6,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 07:00:00.000,2024,10,26,7,0,Day,Partly cloudy,25.2,94,28,0,3.6,1009,5.3,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 07:20:00.000,2024,10,26,7,20,Day,Partly cloudy,25.2,94,28,0,3.6,1009,5.3,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 07:40:00.000,2024,10,26,7,40,Day,Partly cloudy,25.1,94,27.8,0,3.6,1009,5.3,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 08:00:00.000,2024,10,26,8,0,Day,Partly cloudy,25.3,94,28.1,0,3.6,1009,5.3,NNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 08:20:00.000,2024,10,26,8,20,Day,Partly cloudy,26.3,89,29.5,0,3.6,1010,4.1,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 08:40:00.000,2024,10,26,8,40,Day,Partly cloudy,26.3,89,29.5,0,3.6,1010,4.1,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 09:00:00.000,2024,10,26,9,0,Day,Partly Cloudy,25,84,27.3,0,3.6,1011,4.1,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 09:20:00.000,2024,10,26,9,20,Day,Partly cloudy,27.3,84,30.2,0,5,1011,5.8,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 09:40:00.000,2024,10,26,9,40,Day,Partly cloudy,27.2,84,30.1,0,5,1011,5.8,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 10:00:00.000,2024,10,26,10,0,Day,Partly cloudy,27.1,84,29.9,0,5,1011,5.8,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 10:20:00.000,2024,10,26,10,20,Day,Partly cloudy,29.4,70,33.4,0.06,7.9,1011,9.1,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 10:40:00.000,2024,10,26,10,40,Day,Partly cloudy,29.2,70,33,0.06,7.9,1011,9.1,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 11:00:00.000,2024,10,26,11,0,Day,Partly cloudy,29.1,70,32.1,0.42,10.1,1011,11.6,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 11:20:00.000,2024,10,26,11,20,Day,Partly cloudy,30.3,62,34.5,0.42,10.1,1011,11.6,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 11:40:00.000,2024,10,26,11,40,Day,Partly cloudy,30.1,62,34,0.42,10.1,1011,11.6,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 12:00:00.000,2024,10,26,12,0,Day,Partly cloudy,30.2,62,34.2,0.42,10.1,1011,11.6,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 12:20:00.000,2024,10,26,12,20,Day,Partly cloudy,30.1,66,33.9,0.62,11.5,1010,13.2,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 12:40:00.000,2024,10,26,12,40,Day,Partly cloudy,30.2,66,34.1,0.62,11.5,1010,13.2,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 13:00:00.000,2024,10,26,13,0,Day,Partly cloudy,30.4,66,35.1,1.47,12.2,1010,17.4,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 13:20:00.000,2024,10,26,13,20,Day,Partly cloudy,31.3,63,37.2,1.47,12.2,1010,17.4,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 13:40:00.000,2024,10,26,13,40,Day,Partly cloudy,31.1,63,36.7,1.47,12.2,1010,17.4,W
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 14:00:00.000,2024,10,26,14,0,Day,Partly cloudy,31.3,63,37.9,1.01,11.9,1010,13.7,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 14:20:00.000,2024,10,26,14,20,Day,Light rain,30.3,75,35.5,1.01,11.9,1009,13.7,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 14:40:00.000,2024,10,26,14,40,Day,Light rain,30.4,75,35.7,1.01,11.9,1009,13.7,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 15:00:00.000,2024,10,26,15,0,Day,Light rain,30.3,75,36.9,1.7,13,1009,17.5,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 15:20:00.000,2024,10,26,15,20,Day,Light rain,29.2,75,33.4,1.7,13,1008,17.5,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 15:40:00.000,2024,10,26,15,40,Day,Light rain,29,75,33,1.7,13,1008,17.5,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 16:00:00.000,2024,10,26,16,0,Day,Light rain,29.2,75,33.6,0.89,13,1008,19,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 16:20:00.000,2024,10,26,16,20,Day,Partly cloudy,27.3,84,29.9,0.89,13,1008,19,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 16:40:00.000,2024,10,26,16,40,Day,Partly cloudy,27.2,84,29.8,0.89,13,1008,19,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 17:00:00.000,2024,10,26,17,0,Day,Partly cloudy,27.2,84,29.8,0.89,13,1008,19,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 17:20:00.000,2024,10,26,17,20,Day,Partly cloudy,29.2,75,34.2,0.26,11.5,1008,18,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 17:40:00.000,2024,10,26,17,40,Day,Partly cloudy,29.3,75,34.4,0.26,11.5,1008,18,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 18:00:00.000,2024,10,26,18,0,Day,Patchy rain nearby,27.1,79,30.4,0.36,9.4,1008,14.2,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 18:20:00.000,2024,10,26,18,20,Day,Partly cloudy,28.3,79,32.9,0.36,9.4,1008,14.2,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 18:40:00.000,2024,10,26,18,40,Day,Partly cloudy,28.2,79,32.7,0.36,9.4,1008,14.2,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 19:00:00.000,2024,10,26,19,0,Night,Partly cloudy,28.3,79,32.9,0.36,9.4,1008,14.2,WNW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 19:20:00.000,2024,10,26,19,20,Night,Clear,25.7,85,28.5,0,6.5,1009,10.5,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 19:40:00.000,2024,10,26,19,40,Night,Clear,25.7,85,28.5,0,6.5,1009,10.5,NW
Kuala Lumpur,Kuala Lumpur,Malaysia,Asia/Kuala_Lumpur,2024-10-26 20:00:00.000,2024,10,26,20,0,Night,Clear,25.7,85,28.5,0,6.5,1009,10.5,NW
